name,count
park,15.7420618822
bridge,13.9934218899
corner,12.4904677001
view,12.1923542283
appartment,10.1908688002
building,9.81845334862
bir,9.47900578887
shore,9.47900578887
muito,9.44362766182
cute,9.41646444013
apartment nice,8.9620988885
shops,8.89997028839
interesting,8.72751408766
minha,8.72441168338
hostess,8.59102368333
decorated,8.45755545647
diners,8.1534409394
old,7.91108470079
used,7.83124156461
responsive,7.75244215948
sehr,7.71772350533
around corner,7.63657482671
neighborhood safe,7.40036102441
prompt,7.33553992642
nice helpful,7.24856464708
actually,7.21128844903
photos,7.13751717555
keys,7.13751717555
uns,7.09542767153
store,6.95748058302
host apartment,6.86742718559
block,6.85233636903
necessary,6.83052043786
would highly recommend,6.81774896594
would highly,6.81774896594
using,6.78338688954
friend,6.78338688954
interesting person,6.71727406963
generous,6.65037503364
along,6.615191576
ja,6.43000591601
immediately,6.40965384192
smoothly,6.32426941101
blocks away,6.31028607295
flat,6.27764296009
booking,6.27764296009
living room,6.24523385005
last minute,6.24523385005
talk,6.24523385005
safe neighborhood,6.21305541178
apartamento,6.07885429504
